category,type,date,impressions,clicks,cost_micros
Asset,Sitelink,2022-03-02,9171320,793225,6700999609729
Asset,Sitelink,2022-03-03,9232054,835129,7296973183526
Asset,Sitelink,2022-03-04,9480428,914644,6217522403378
Asset,Sitelink,2022-03-05,10319951,1004499,7439337616222
Asset,Sitelink,2022-03-06,10518753,1053888,7517773665428
Asset,Sitelink,2022-03-07,10128839,976736,6817328432630
Asset,Sitelink,2022-03-08,9357180,803259,6309361676899
Asset,Sitelink,2022-03-09,10967364,1295026,19348423308951
Asset,Sitelink,2022-03-10,10077948,1262937,32107675579628
Asset,Sitelink,2022-03-11,8821009,1078980,34371147743614
Asset,Sitelink,2022-03-12,10106679,1271718,34383758858633
Asset,Sitelink,2022-03-13,10340743,1252971,31590423947305
Asset,Sitelink,2022-03-14,9615949,1213802,43863204587523
Asset,Sitelink,2022-03-15,8618542,1140242,39084419456142
Asset,Sitelink,2022-03-16,8430679,1137961,42677809256706
Asset,Sitelink,2022-03-17,8692552,1145027,42650025977409
Asset,Sitelink,2022-03-18,9085224,1186404,41544650245192
Asset,Sitelink,2022-03-19,8988056,1123794,20639870893791
Asset,Sitelink,2022-03-20,8897494,1151722,20823760757243
Asset,Sitelink,2022-03-21,9242769,1144700,33597749403544
Asset,Sitelink,2022-03-22,9254998,1106952,32682326075350
Asset,Sitelink,2022-03-23,9114758,1140555,32854728529630
Asset,Sitelink,2022-03-24,8870995,1139932,35165280020936
Asset,Sitelink,2022-03-25,8951136,1149666,40678793098921
Asset,Sitelink,2022-03-26,8321318,1111809,35327686047648
Asset,Sitelink,2022-03-27,8614965,1087055,30017175861671
Asset,Sitelink,2022-03-28,8898093,1126711,39326240615822
Asset,Sitelink,2022-03-29,8532380,1120168,35279158573092
Asset,Sitelink,2022-03-30,8122390,1088664,33841623422988
Asset,Sitelink,2022-03-31,7866202,1103478,30615022698789
Asset,Sitelink,2022-04-01,7940319,1204254,29839675427786
Asset,Sitelink,2022-04-02,8137283,1192172,27708435097688
Asset,Sitelink,2022-04-03,7802524,1173923,26512377455136
Asset,Sitelink,2022-04-04,8078974,1120601,34276733047689
Asset,Sitelink,2022-04-05,7994442,1097762,33201171278593
Asset,Sitelink,2022-04-06,7589931,1058429,32043337684976
Asset,Sitelink,2022-04-07,7511353,1043288,32263847217729
Asset,Sitelink,2022-04-08,7176644,1021790,27248282894208
Asset,Sitelink,2022-04-09,7324636,1027657,22697911648825
Asset,Sitelink,2022-04-10,7124971,1033990,25295899087772
Asset,Sitelink,2022-04-11,7357588,1026255,29304847740699
Asset,Sitelink,2022-04-12,3093608,412187,32286792616678
Asset,Sitelink,2022-04-13,101,19,4570000
Asset,StructuredSnippet,2022-01-01,1916,130,2762760000
Asset,StructuredSnippet,2022-01-02,1857,147,4616020000
Asset,StructuredSnippet,2022-01-03,2901,215,10634120000
Asset,StructuredSnippet,2022-01-04,2861,263,12837480000
Asset,StructuredSnippet,2022-01-05,2888,170,8124990000
Asset,StructuredSnippet,2022-01-06,2569,186,9961580000
Asset,StructuredSnippet,2022-01-07,2790,181,8981960000
Asset,StructuredSnippet,2022-01-08,2213,143,2434140000
Asset,StructuredSnippet,2022-01-09,1789,100,2100510000
Asset,StructuredSnippet,2022-01-10,3093,242,9091320000
Asset,StructuredSnippet,2022-01-11,3180,238,9220640000
Asset,StructuredSnippet,2022-01-12,2880,204,11965810000
Asset,StructuredSnippet,2022-01-13,2889,199,11381330000
Asset,StructuredSnippet,2022-01-14,2716,206,8623060000
Asset,StructuredSnippet,2022-01-15,2014,124,2561440000
Asset,StructuredSnippet,2022-01-16,1910,120,3347510000
Asset,StructuredSnippet,2022-01-17,2753,173,8452360000
Asset,StructuredSnippet,2022-01-18,2300,151,10443430000
Asset,StructuredSnippet,2022-01-19,2554,164,9355480000
Asset,StructuredSnippet,2022-01-20,2554,157,10505910000
Asset,StructuredSnippet,2022-01-21,2249,142,8207470000
Asset,StructuredSnippet,2022-01-22,1673,116,3395560000
Asset,StructuredSnippet,2022-01-23,1522,114,4708890000
Asset,StructuredSnippet,2022-01-24,2786,177,10882640000
Asset,StructuredSnippet,2022-01-25,2799,194,12500710000
Asset,StructuredSnippet,2022-01-26,2797,206,13647640000
Asset,StructuredSnippet,2022-01-27,2500,185,12257670000
Asset,StructuredSnippet,2022-01-28,2564,203,11923290000
Asset,StructuredSnippet,2022-01-29,1622,117,2930180000
Asset,StructuredSnippet,2022-01-30,1667,104,3397770000
Asset,StructuredSnippet,2022-01-31,2501,165,9783100000
Asset,StructuredSnippet,2022-02-01,2965,208,9317360000
Asset,StructuredSnippet,2022-02-02,2889,231,10400470000
Asset,StructuredSnippet,2022-02-03,5096,973,10070750000
Asset,StructuredSnippet,2022-02-04,13081,1811,15339680000
Asset,StructuredSnippet,2022-02-05,13118,1783,7282387911
Asset,StructuredSnippet,2022-02-06,12978,1777,7246090000
Asset,StructuredSnippet,2022-02-07,16874,2114,13306825271
Asset,StructuredSnippet,2022-02-08,37999,4425,22926049130
Asset,StructuredSnippet,2022-02-09,68714,7903,24665456000
Asset,StructuredSnippet,2022-02-10,233621,51015,44432975358
Asset,StructuredSnippet,2022-02-11,468481,95640,94426684197
Asset,StructuredSnippet,2022-02-12,660467,142871,236410881164
Asset,StructuredSnippet,2022-02-13,800070,172068,454952638272
Asset,StructuredSnippet,2022-02-14,840022,173415,437576338167
Asset,StructuredSnippet,2022-02-15,844314,176895,457693183209
Asset,StructuredSnippet,2022-02-16,885212,173938,506798777288
Asset,StructuredSnippet,2022-02-17,1867577,357141,1705955381683
Asset,StructuredSnippet,2022-02-18,1873854,378373,1719929753647
Asset,StructuredSnippet,2022-02-19,2027073,408683,1798608020116
Asset,StructuredSnippet,2022-02-20,2034057,402080,1760883589663
Asset,StructuredSnippet,2022-02-21,1858207,359731,1642825653167
Asset,StructuredSnippet,2022-02-22,1877926,357638,1580002746944
Asset,StructuredSnippet,2022-02-23,2109311,349403,1715953653680
Asset,StructuredSnippet,2022-02-24,2164617,336327,1699943383103
Asset,StructuredSnippet,2022-02-25,2254407,345677,1795492887637
Asset,StructuredSnippet,2022-02-26,2346652,370817,2027453742331
Asset,StructuredSnippet,2022-02-27,2261461,363338,2083790507435
Asset,StructuredSnippet,2022-02-28,2193765,337604,1714263945970
Asset,StructuredSnippet,2022-03-01,2394748,357675,2062120318723
Asset,StructuredSnippet,2022-03-02,2315583,335907,2015098832051
Asset,StructuredSnippet,2022-03-03,2297973,342720,2111845242585
Asset,StructuredSnippet,2022-03-04,2204820,340426,1659255092325
Asset,StructuredSnippet,2022-03-05,2466362,365819,1729498399470
Asset,StructuredSnippet,2022-03-06,2526393,378412,1613658616311
Asset,StructuredSnippet,2022-03-07,2433720,343674,1366452700568
Asset,StructuredSnippet,2022-03-08,2129504,254607,1288992402899
Asset,StructuredSnippet,2022-03-09,2406990,352404,1110601240570
Asset,StructuredSnippet,2022-03-10,2094052,368686,4227011328091
Asset,StructuredSnippet,2022-03-11,1785761,299892,4502924715098
Asset,StructuredSnippet,2022-03-12,2291474,385798,3298414730688
Asset,StructuredSnippet,2022-03-13,2285054,372718,3281521107964
Asset,StructuredSnippet,2022-03-14,2039108,343420,5648338552594
Asset,StructuredSnippet,2022-03-15,1788660,340301,4887512799403
Asset,StructuredSnippet,2022-03-16,1757112,339572,5237860943450
Asset,StructuredSnippet,2022-03-17,1737793,343347,5717973882373
Asset,StructuredSnippet,2022-03-18,1911828,379404,5789016695187
Asset,StructuredSnippet,2022-03-19,2004295,381945,3910321490701
Asset,StructuredSnippet,2022-03-20,1995704,378644,3364363693966
Asset,StructuredSnippet,2022-03-21,1987929,348819,5893122368548
Asset,StructuredSnippet,2022-03-22,1950715,333364,5695966392733
Asset,StructuredSnippet,2022-03-23,1880167,336213,6308317143033
Asset,StructuredSnippet,2022-03-24,1758326,324592,6889622903683
Asset,StructuredSnippet,2022-03-25,1769386,340329,7340656771244
Asset,StructuredSnippet,2022-03-26,1895292,356720,6372946894849
Asset,StructuredSnippet,2022-03-27,2026874,338518,5331299972320
Asset,StructuredSnippet,2022-03-28,1810804,322955,5827158591522
Asset,StructuredSnippet,2022-03-29,1802285,326536,5782392270655
Asset,StructuredSnippet,2022-03-30,1749716,321505,5935275387376
Asset,StructuredSnippet,2022-03-31,1664236,328214,5323148783058
Asset,StructuredSnippet,2022-04-01,1726870,390289,4768168397385
Asset,StructuredSnippet,2022-04-02,1763407,385258,4230211879202
Asset,StructuredSnippet,2022-04-03,1704529,363167,4163884278951
Asset,StructuredSnippet,2022-04-04,1588060,312436,4793255060499
Asset,StructuredSnippet,2022-04-05,1610395,312347,5074893279727
Asset,StructuredSnippet,2022-04-06,1590584,296655,4209883324564
Asset,StructuredSnippet,2022-04-07,1562362,296248,4442351413925
Asset,StructuredSnippet,2022-04-08,1522223,306522,3817755545028
Asset,StructuredSnippet,2022-04-09,1589150,323888,3505836225510
Asset,StructuredSnippet,2022-04-10,1617917,316000,3533423890593
Asset,StructuredSnippet,2022-04-11,1525684,289691,3816278772629
Asset,StructuredSnippet,2022-04-12,674211,149362,3619645342932
Asset,StructuredSnippet,2022-04-13,11,0,0
